customer_id,age,country,customer_segment,kyc_source,primary_device,income_annual_eur,account_age_days,logins_30d,avg_session_min,txn_cnt_30d,avg_txn_amount_eur,cash_in_ratio,cross_border_ratio,failed_txn_rate,support_tickets_90d,chargeback_cnt_90d,disputes_open,pep_flag,sanction_screen_hit,aml_alerts_180d,card_user,fx_trading_user,crypto_user,risk_tier,next_30d_net_revenue_eur
652,51,FR,Retail,Web,iOS,17585.0,564,7,7.73,13,23.46,0.17,0.22,0.291,0,0,0,0,0,0,1,0,1,Low,-50.0
653,28,DE,Retail,InApp,iOS,39046.0,600,10,,11,77.28,0.374,,0.096,2,0,0,0,0,1,1,1,0,High,-32.58
654,59,NL,SME,Web,iOS,42021.0,155,12,4.03,27,326.03,0.142,0.138,0.058,0,1,0,0,0,0,0,0,0,Medium,32.76
655,46,NL,Retail,Partner,Android,70935.0,139,12,9.05,14,20.55,0.062,0.049,0.079,0,0,0,0,0,0,1,0,0,Low,-25.25
656,45,DE,Enterprise,Web,iOS,63575.0,1337,17,6.69,40,155.14,0.046,0.321,0.168,0,0,0,0,0,2,1,0,0,Medium,-3.54
657,57,NL,SME,InApp,Android,,1163,13,5.67,18,113.44,0.696,0.23,0.012,3,0,1,0,0,1,1,0,0,High,0.69
658,50,NL,Retail,InApp,Android,45228.0,551,11,4.17,25,15.61,0.279,0.344,0.185,1,1,1,0,0,0,1,0,0,High,-50.0
659,21,IT,Retail,Web,Web,45509.0,404,9,8.55,24,17.37,0.221,0.408,0.143,0,0,0,0,0,0,1,0,1,Low,-25.98
660,32,DE,Retail,InApp,iOS,38313.0,613,14,10.08,17,15.54,0.18,0.079,0.04,0,0,0,0,0,0,0,0,0,Low,-18.2
661,27,IT,Retail,InApp,Android,39333.0,1059,13,3.13,17,62.26,0.497,0.119,0.077,0,0,0,0,0,0,1,0,0,Low,-21.02
662,56,IT,Retail,,Android,36337.0,448,14,4.18,17,22.28,0.436,0.43,0.154,2,0,0,0,0,1,1,1,0,Medium,18.07
663,19,NL,Retail,Web,Web,71963.0,106,6,4.61,14,21.4,0.095,0.763,,0,0,0,0,0,1,1,1,0,Medium,75.73
664,28,UK,Retail,InApp,Android,35341.0,634,13,8.81,25,26.51,0.501,0.031,0.122,2,0,0,0,0,1,0,0,1,Medium,-33.87
665,49,FR,Retail,InApp,iOS,47455.0,900,10,8.94,12,19.55,0.024,0.146,0.064,1,0,0,0,0,0,1,0,0,Low,-20.2
666,54,UK,Retail,Web,iOS,8000.0,784,8,7.93,29,23.46,0.462,0.19,0.115,2,0,0,0,0,0,0,0,0,Low,-25.82
667,44,NL,Retail,InApp,Web,55177.0,264,9,3.12,24,30.79,0.122,0.077,0.124,1,0,0,0,0,0,0,0,0,Medium,-36.52
668,62,NL,Enterprise,InApp,Android,60948.0,1266,13,7.15,33,49.92,0.621,0.313,0.111,0,0,0,0,0,0,1,0,0,Medium,-18.61
669,65,NL,Retail,InApp,Android,25168.0,949,10,,21,15.99,0.632,0.123,0.031,0,0,0,0,0,0,0,0,0,Low,-5.11
670,24,FR,Retail,InApp,Android,33810.0,1082,8,8.12,18,31.43,0.433,0.375,0.125,2,0,1,0,0,0,1,1,0,Medium,9.89
671,67,IT,Enterprise,Partner,Android,,1436,23,9.92,53,128.38,0.207,0.331,0.025,0,0,0,0,0,1,1,0,0,Medium,53.13
672,49,UK,Retail,InApp,Android,42311.0,773,11,0.9,10,26.61,0.244,0.16,0.016,0,0,0,0,0,1,1,0,0,Medium,1.51
673,51,UK,Retail,Web,Web,49462.0,871,10,2.6,22,12.24,0.299,0.007,0.072,0,0,0,0,0,0,1,1,1,Low,6.17
674,22,IT,Retail,InApp,Web,37404.0,1147,11,5.22,21,12.66,0.561,0.058,0.031,1,0,0,0,0,1,0,0,0,Low,-2.8
675,50,UK,Retail,InApp,iOS,71812.0,1162,5,5.58,20,16.86,0.102,0.073,0.044,0,1,1,0,0,0,0,0,0,High,-21.59
676,55,NL,SME,InApp,iOS,31284.0,1272,5,7.45,28,58.29,0.517,0.378,0.08,2,0,1,0,0,0,1,0,0,Medium,-17.37
677,48,ES,Retail,InApp,iOS,85065.0,1058,10,12.29,16,22.02,0.686,0.045,0.058,0,0,0,0,0,0,1,0,0,Low,-5.28
678,22,DE,Retail,InApp,Android,61871.0,93,8,7.78,15,16.54,0.33,0.278,0.021,0,0,0,0,0,0,0,0,0,Low,4.83
679,45,NL,Retail,InApp,Android,55314.0,530,9,4.32,29,40.57,0.093,0.201,0.035,1,0,0,0,0,0,1,0,1,Low,6.88
680,66,BE,Retail,Partner,Android,25352.0,891,4,0.5,16,18.46,0.427,0.375,0.07,1,1,0,0,0,0,1,1,0,Medium,40.08
681,55,IT,Retail,InApp,iOS,,671,9,10.96,21,16.17,0.414,0.039,0.053,0,0,0,1,0,0,1,0,0,Medium,-7.96
682,25,DE,Retail,Partner,iOS,51663.0,71,11,6.37,20,13.12,0.633,,0.133,1,0,0,0,0,0,1,0,0,Low,-41.19
683,67,BE,Retail,InApp,Android,8086.0,406,8,,13,28.74,0.406,0.028,0.036,0,1,1,0,0,0,1,0,0,Medium,-21.34
684,67,NL,Retail,InApp,Android,19526.0,467,12,7.88,13,28.82,0.273,0.234,0.132,1,1,1,0,0,0,1,0,0,High,-50.0
685,26,NL,Retail,InApp,Android,47722.0,60,14,6.72,15,54.09,0.063,0.493,0.012,1,0,0,0,0,1,1,0,0,Medium,2.1
686,59,NL,SME,InApp,iOS,39867.0,1145,8,5.66,26,46.89,0.345,0.181,0.091,3,0,0,0,0,0,0,0,0,Low,-23.43
687,39,UK,Retail,InApp,iOS,33736.0,571,9,8.81,18,27.5,0.331,0.277,0.106,3,0,0,0,0,0,1,0,1,Medium,-28.01
688,48,ES,Retail,InApp,Android,59263.0,1188,12,10.21,18,63.32,0.227,0.11,0.021,1,0,0,0,0,0,1,0,1,Low,15.81
689,41,NL,Retail,InApp,Android,,1306,7,10.39,13,27.01,0.788,0.281,0.027,2,0,0,0,0,0,1,0,0,Low,-9.17
690,58,DE,SME,Web,Android,34716.0,1326,9,8.83,35,52.69,0.492,0.351,0.038,0,0,0,0,0,0,1,1,0,Low,123.34
691,69,NL,Retail,InApp,Web,31648.0,1362,12,7.31,12,22.35,0.534,0.095,0.215,0,0,0,0,0,0,1,0,0,Low,-50.0
692,59,NL,SME,Partner,iOS,50163.0,750,7,9.86,25,130.54,0.323,0.449,0.046,0,1,0,0,0,0,1,0,1,Medium,12.96
693,66,FR,Retail,InApp,iOS,14489.0,369,10,5.23,8,43.03,0.185,0.315,0.145,1,0,0,0,0,0,1,0,0,Low,-48.38
694,67,UK,SME,InApp,iOS,34037.0,132,11,10.3,27,21.53,0.162,0.36,0.085,1,1,0,0,0,0,1,0,0,Medium,-14.82
695,22,FR,SME,InApp,iOS,14436.0,938,17,4.28,23,80.23,0.151,0.285,0.179,1,0,0,0,0,0,1,0,0,Medium,-50.0
696,31,DE,Retail,InApp,iOS,36994.0,196,9,9.71,20,19.45,0.473,0.537,0.061,1,1,0,0,0,0,1,0,0,Low,-14.12
697,55,FR,Retail,Web,,53569.0,367,3,10.22,15,30.18,0.487,0.38,0.089,0,0,1,0,1,0,0,0,0,High,-35.3
698,48,NL,Retail,Web,iOS,53854.0,371,6,8.02,23,24.9,0.564,0.093,0.063,0,1,0,0,0,0,1,0,0,Low,-13.91
699,20,NL,Retail,InApp,Android,30358.0,415,20,8.21,12,29.32,0.505,0.186,0.169,1,0,0,0,0,0,1,0,0,Low,-50.0
700,22,IT,Retail,InApp,iOS,50533.0,562,10,,17,16.68,0.232,0.291,0.038,1,0,0,0,0,1,1,1,0,Low,36.48
701,45,UK,Retail,Web,Android,39037.0,501,5,6.53,18,9.46,0.411,0.488,0.195,1,0,1,0,0,2,1,0,0,Medium,-50.0
702,50,IT,Enterprise,InApp,iOS,63777.0,793,16,5.56,51,38.9,0.333,0.201,0.126,1,0,0,0,0,0,0,1,0,Low,69.57
703,26,IT,Retail,InApp,iOS,39921.0,1436,8,8.6,20,9.82,0.141,0.147,0.101,2,0,0,0,0,0,0,0,0,Low,-33.32
704,26,FR,Retail,InApp,iOS,8000.0,971,13,7.45,23,59.7,0.722,0.36,0.009,1,0,0,0,0,0,1,0,0,Low,14.41
705,24,IT,Retail,InApp,iOS,56315.0,1016,6,8.21,18,53.83,0.259,0.256,0.025,1,0,0,0,0,0,1,0,0,Low,-2.78
706,47,BE,Retail,InApp,iOS,34654.0,249,3,9.25,17,50.76,0.341,0.252,0.15,3,1,0,0,0,0,1,0,0,High,-50.0
707,18,NL,Retail,InApp,Android,,177,6,10.34,14,8.07,0.286,0.214,0.003,1,0,0,0,0,0,0,0,0,Low,9.11
708,47,NL,Retail,Web,Web,,289,13,6.52,18,41.18,0.368,0.206,,1,0,0,0,0,1,0,0,0,Medium,-31.16
709,42,NL,Retail,InApp,iOS,19205.0,1273,9,5.34,21,35.55,0.222,,0.038,1,0,0,0,0,0,1,0,0,Low,-3.57
710,42,NL,Enterprise,Partner,iOS,43194.0,265,18,7.35,38,75.14,0.376,0.608,0.011,2,1,1,0,0,0,1,0,0,Medium,17.85
711,53,DE,Retail,Web,iOS,50552.0,1475,13,,19,49.95,0.231,0.014,0.161,1,0,0,0,0,1,1,0,1,Medium,-42.2
712,45,UK,Enterprise,InApp,Android,47825.0,1134,18,2.95,31,194.17,0.477,0.279,0.07,0,0,0,0,0,0,0,1,0,Low,113.0
713,55,ES,Retail,InApp,iOS,32417.0,1244,11,6.46,23,76.55,0.441,0.113,0.067,0,0,0,0,0,0,1,0,0,Low,1.38
714,57,FR,Retail,InApp,iOS,57871.0,458,14,5.32,16,56.06,0.084,0.601,0.102,0,0,0,0,0,1,1,1,0,Medium,64.8
715,65,NL,Retail,Web,Web,26040.0,240,5,6.52,16,11.57,0.728,0.162,0.071,0,0,0,0,0,0,0,0,0,Low,-17.44
716,59,UK,Retail,InApp,Web,31992.0,255,5,8.35,13,24.15,0.474,0.239,0.097,0,0,0,0,0,0,1,1,0,Medium,-5.75
717,44,DE,SME,Partner,Android,,1287,10,0.93,26,70.94,0.363,0.313,0.106,0,0,0,0,0,0,1,0,0,Medium,-15.88
718,43,NL,Retail,InApp,iOS,,651,8,8.04,14,23.56,0.487,0.057,0.032,1,0,0,0,0,0,1,1,0,Low,12.74
719,30,DE,Retail,Web,iOS,36807.0,617,7,9.83,22,59.1,0.616,0.469,0.019,1,0,0,0,0,0,1,0,0,Low,13.07
720,49,DE,SME,InApp,iOS,61657.0,376,9,,27,33.6,0.448,0.226,0.197,1,0,0,0,0,0,0,0,0,Medium,-50.0
721,25,DE,Retail,InApp,Android,46725.0,538,19,5.14,19,27.62,0.207,0.487,0.047,0,0,0,0,0,1,1,0,0,Low,0.25
722,66,ES,SME,Web,Android,43211.0,558,15,12.98,17,32.76,0.642,0.128,0.02,0,0,0,0,0,0,0,0,0,Low,4.01
723,61,UK,Retail,Web,iOS,46162.0,1125,8,4.31,25,28.83,0.077,0.217,0.086,1,0,0,0,0,0,1,0,0,Low,-11.02
724,24,UK,SME,InApp,Web,53726.0,1237,12,8.06,28,62.59,0.47,0.231,0.057,0,0,0,0,0,0,1,0,0,Low,11.2
725,58,NL,Retail,InApp,Android,45852.0,704,4,12.81,19,45.75,0.331,0.081,0.039,0,0,0,0,0,1,1,0,0,Medium,-4.47
726,24,ES,Retail,InApp,Android,13048.0,505,14,6.09,17,82.97,0.58,0.05,0.102,0,0,0,0,0,1,0,1,0,Medium,-16.37
727,55,UK,Retail,Web,iOS,59432.0,681,10,6.81,23,13.2,0.613,0.118,0.152,0,0,0,0,0,0,1,0,0,Low,-35.79
728,22,NL,Retail,InApp,iOS,43915.0,268,13,7.88,11,46.55,0.134,0.063,0.013,0,1,0,0,0,0,1,0,1,Low,2.25
729,43,FR,SME,InApp,iOS,52958.0,109,17,9.22,32,131.05,0.452,0.167,0.024,1,0,0,0,0,0,1,0,0,Low,35.33
730,52,BE,Retail,Web,Android,35505.0,354,10,15.19,17,8.51,0.235,0.485,0.116,1,0,0,0,0,1,1,0,0,Medium,-44.55
731,55,BE,Retail,InApp,iOS,12773.0,43,6,8.39,23,32.14,0.407,0.162,0.003,0,0,0,0,0,0,0,0,0,Low,9.12
732,39,NL,Retail,,iOS,8000.0,58,15,7.52,20,64.76,0.172,0.1,0.043,0,0,1,0,0,0,1,0,0,Low,9.25
733,65,BE,SME,Web,Android,26890.0,363,11,,30,43.22,0.469,0.02,0.13,2,0,0,0,0,0,0,1,1,Low,-7.35
734,58,NL,Retail,Web,Android,50277.0,1352,6,1.99,21,28.3,0.598,0.191,0.04,1,0,0,0,0,0,1,0,0,Low,6.32
735,28,NL,SME,Web,Android,62766.0,283,10,11.06,24,37.77,0.197,0.141,0.031,1,1,0,0,0,0,1,0,1,Medium,5.69
736,52,NL,Retail,InApp,Android,46832.0,1047,11,14.24,21,22.36,0.385,0.451,0.01,1,0,0,0,0,0,1,0,0,Low,3.6
737,55,IT,SME,InApp,Android,,226,9,14.51,27,102.78,0.202,0.11,0.029,0,0,0,0,0,0,1,0,0,Low,31.27
738,35,DE,Retail,,Android,29454.0,698,7,8.64,18,9.84,0.215,0.046,0.169,1,0,0,0,0,1,0,0,0,Medium,-50.0
739,56,DE,Retail,InApp,iOS,63773.0,913,10,4.83,18,37.87,0.624,0.131,0.027,0,0,0,0,0,0,1,0,0,Low,12.48
740,64,DE,Retail,InApp,iOS,21028.0,844,12,5.89,21,22.7,0.612,,0.012,0,0,0,0,0,0,1,1,0,Low,24.06
741,60,IT,Retail,InApp,Android,75628.0,1200,10,7.33,20,26.25,0.54,0.051,0.023,0,1,0,0,0,0,1,0,0,Low,-8.5
742,57,FR,SME,,iOS,72017.0,386,14,6.59,22,69.29,0.019,0.15,0.096,3,0,0,0,0,1,0,0,0,High,-36.68
743,50,IT,Enterprise,Partner,Android,76156.0,1115,14,5.86,42,298.54,0.115,0.021,0.125,1,0,0,0,0,0,1,1,0,Medium,53.62
744,32,DE,Retail,InApp,Android,48091.0,609,5,5.5,14,74.86,0.63,0.258,0.149,0,0,0,0,0,0,1,0,0,Low,-34.75
745,59,NL,SME,InApp,iOS,36536.0,671,11,5.17,29,94.88,0.399,0.014,0.051,0,1,1,0,0,0,1,0,0,Medium,-3.37
746,36,FR,Retail,Partner,Android,47702.0,484,13,3.48,19,42.13,0.364,0.126,0.177,2,0,0,0,0,0,1,0,0,Low,-41.73
747,45,DE,Retail,Partner,Android,56537.0,1495,9,8.63,21,71.02,0.618,0.054,0.052,0,0,0,0,0,0,0,0,0,Low,-2.37
748,34,ES,Retail,InApp,Android,31588.0,1238,7,11.19,17,19.39,0.375,0.026,0.169,2,0,0,0,0,0,1,0,0,Low,-45.77
749,34,ES,Retail,Web,Web,24381.0,698,8,8.92,18,34.8,0.495,0.237,0.194,0,0,0,0,0,0,0,0,0,Low,-46.98
750,26,BE,Retail,InApp,iOS,37457.0,1116,10,12.44,15,38.98,0.471,0.277,0.166,3,0,0,0,0,0,1,0,0,Low,-47.63
751,67,IT,Retail,Web,iOS,29643.0,1374,7,10.6,25,36.22,0.12,0.246,0.058,0,0,0,0,0,0,1,1,0,Low,64.32
752,25,FR,Retail,InApp,iOS,61854.0,430,5,10.2,16,40.37,0.146,0.324,0.015,1,1,1,0,0,0,1,0,1,Medium,1.83
753,22,DE,Retail,InApp,Android,32137.0,493,4,3.86,14,205.32,0.412,0.248,0.108,1,0,0,0,0,0,1,1,0,Low,20.53
754,66,BE,SME,InApp,iOS,43530.0,1145,13,4.8,32,20.77,0.116,0.016,0.013,0,0,0,0,0,0,0,1,0,Low,24.0
755,46,NL,Retail,Web,Web,57729.0,430,13,6.17,19,40.11,0.763,0.514,0.063,0,0,0,0,0,0,1,0,1,Low,-4.16
756,40,ES,Retail,InApp,iOS,62477.0,147,13,6.69,15,17.28,0.353,0.163,0.094,0,0,0,0,0,0,1,0,0,Medium,-31.03
757,56,NL,Retail,InApp,Android,,895,7,,18,35.37,0.572,0.2,0.023,0,0,1,0,0,0,1,0,0,Low,2.31
758,37,DE,Retail,Web,Android,48149.0,309,4,11.79,10,19.06,0.155,0.273,0.036,1,1,0,0,0,1,1,0,0,Medium,-17.75
759,24,FR,Retail,InApp,iOS,25728.0,882,6,11.87,15,19.9,0.085,0.362,0.054,2,2,0,0,0,1,0,1,1,High,7.23
760,55,NL,Retail,Web,Android,58369.0,165,7,4.97,14,71.42,0.51,0.381,0.066,0,1,1,0,0,0,1,1,0,Medium,29.32
761,27,NL,Retail,InApp,Android,62216.0,721,9,6.68,24,48.73,0.608,0.425,0.045,0,0,0,0,0,1,1,0,0,Low,-2.14
762,46,UK,Retail,InApp,Android,12074.0,362,8,4.78,19,28.83,0.315,0.37,0.054,0,0,0,0,0,1,1,0,0,Low,-0.36
763,67,NL,SME,InApp,Android,70207.0,796,12,5.07,27,22.4,0.42,0.21,0.048,0,1,0,0,0,0,0,0,0,Low,-23.82
764,66,BE,SME,InApp,Android,30789.0,344,7,10.86,38,100.64,0.455,0.061,0.064,0,0,0,0,0,0,0,1,0,Low,54.99
765,36,DE,Retail,InApp,Android,51514.0,382,10,4.75,23,48.25,0.326,0.342,0.002,1,0,0,0,0,0,0,1,0,Low,71.76
766,58,DE,Enterprise,InApp,Android,43241.0,1351,26,8.14,44,95.61,0.323,0.102,0.079,1,0,0,0,0,0,1,0,0,Low,11.76
767,49,NL,SME,Web,iOS,41034.0,1473,13,0.5,23,177.34,0.427,0.394,0.013,0,1,1,0,0,0,1,0,1,Medium,18.14
768,42,UK,Retail,InApp,Android,,495,9,12.7,23,21.98,0.112,0.226,0.006,1,0,0,0,0,0,1,1,0,Low,68.74
769,25,IT,Retail,InApp,iOS,,970,9,7.75,21,20.91,0.214,0.491,0.015,1,0,0,0,0,1,1,0,0,Medium,6.35
770,37,NL,Retail,Web,Android,50381.0,537,9,10.11,11,25.21,0.226,0.273,0.016,0,0,0,0,0,0,0,1,0,Low,32.47
771,51,IT,Retail,InApp,,37423.0,261,13,,24,84.16,0.239,0.147,0.014,1,0,1,0,0,0,1,1,0,Low,69.7
772,69,FR,Retail,Web,Web,21049.0,155,6,8.46,14,10.69,0.388,0.092,0.112,3,0,1,0,0,1,0,0,0,High,-50.0
773,18,FR,Enterprise,Web,iOS,25440.0,1336,14,5.11,56,134.11,0.154,0.347,0.028,0,0,0,0,0,0,1,1,0,Low,234.01
774,55,UK,Retail,InApp,iOS,21321.0,105,8,4.25,12,43.76,0.284,0.121,0.041,2,0,0,0,0,0,1,0,0,Low,-6.95
775,62,UK,Retail,Web,iOS,33607.0,741,8,1.47,16,38.41,0.4,0.039,0.053,2,0,1,0,0,0,1,0,0,Low,-9.56
776,67,ES,Retail,Partner,iOS,49762.0,334,13,12.99,13,13.03,0.513,,0.029,0,0,0,1,0,2,1,1,0,High,13.32
777,40,BE,Retail,InApp,iOS,,1142,10,11.53,26,15.97,0.448,0.293,0.187,0,0,0,0,0,0,1,0,0,Low,-44.42
778,24,FR,Retail,Partner,Android,57607.0,207,10,11.32,21,26.27,0.261,0.322,0.165,1,0,0,0,0,1,1,0,0,Medium,-47.46
779,32,DE,SME,InApp,iOS,40093.0,868,7,6.51,27,97.16,0.283,0.261,0.034,0,0,0,0,0,0,1,0,0,Low,27.8
780,62,NL,Retail,InApp,iOS,37370.0,521,7,9.69,16,77.27,0.407,0.192,0.034,1,0,1,0,0,1,1,0,0,Medium,0.72
781,63,UK,Retail,InApp,iOS,42268.0,784,8,5.47,13,28.54,0.297,0.368,0.084,1,0,0,0,0,0,1,1,0,Low,22.66
782,51,NL,Retail,InApp,iOS,64322.0,284,7,11.12,11,43.11,0.409,0.514,0.15,1,0,0,0,0,0,1,0,0,Low,-36.97
783,24,DE,Retail,Partner,Web,,181,9,7.15,24,7.15,0.329,0.323,0.204,2,2,0,0,0,1,1,1,1,High,-20.13
784,24,NL,Retail,InApp,iOS,68502.0,273,5,6.24,22,16.13,0.166,0.077,0.11,1,0,0,0,0,0,1,0,1,Low,-20.78
785,42,NL,Retail,Partner,Android,,867,8,4.79,17,23.48,0.097,0.25,0.04,0,0,0,0,0,0,1,0,0,Low,5.78
786,48,FR,Retail,Web,Android,41653.0,973,8,6.99,26,15.72,0.097,0.032,0.08,1,0,0,0,1,0,1,0,0,Low,-15.9
787,19,FR,Retail,Partner,Android,60928.0,1357,13,4.31,19,40.44,0.595,0.52,0.101,2,0,0,0,0,3,1,1,0,Medium,61.91
788,53,BE,SME,Partner,Android,36840.0,1413,9,2.86,37,57.77,0.618,0.165,0.067,0,0,0,0,0,1,0,1,0,Medium,59.48
789,46,NL,Retail,InApp,iOS,46571.0,1130,4,6.14,18,5.67,0.088,0.117,0.201,2,0,1,0,0,0,0,0,0,Medium,-50.0
790,18,BE,Retail,Partner,Web,33337.0,25,8,8.55,10,13.72,0.448,0.252,0.02,0,0,0,0,0,0,0,1,0,Low,25.74
791,22,DE,Retail,Web,Android,,1057,14,6.48,17,22.15,0.248,,0.097,1,0,0,0,0,0,1,1,0,Low,30.54
792,41,UK,SME,InApp,iOS,,1060,15,4.84,32,25.73,0.322,0.045,0.19,2,0,0,0,0,0,1,0,0,Medium,-43.98
793,55,FR,Retail,Web,Web,41178.0,1061,11,16.83,15,28.94,0.203,0.285,0.046,0,0,0,0,0,0,1,0,0,Low,-2.71
794,60,BE,Retail,InApp,iOS,52866.0,991,6,,17,26.95,0.097,0.185,0.032,1,1,0,0,0,0,1,0,0,Low,-14.19
795,40,BE,Retail,InApp,Web,58771.0,1033,12,11.34,23,65.75,0.372,0.063,0.202,0,0,0,0,0,0,1,0,0,Low,-50.0
796,33,IT,Retail,InApp,Web,28862.0,880,7,1.49,11,28.51,0.35,0.288,0.117,0,0,0,0,0,0,1,0,1,Low,-18.89
797,68,UK,Retail,InApp,iOS,54050.0,931,13,0.5,22,40.3,0.428,0.097,0.098,4,0,0,0,0,0,1,0,0,Medium,-25.66
798,41,BE,Retail,InApp,iOS,26288.0,1040,13,11.9,20,18.39,0.163,0.069,0.056,1,0,0,0,0,0,1,0,0,Low,-16.37
799,34,BE,Retail,InApp,Android,8000.0,71,13,8.32,11,6.6,0.292,0.218,0.112,2,0,0,0,0,0,1,0,1,Medium,-33.88
800,41,NL,Retail,Web,iOS,,766,8,10.22,18,19.82,0.25,0.524,0.061,0,0,0,0,0,0,1,0,0,Low,-5.9
801,18,IT,Retail,Web,Android,55355.0,197,11,9.26,9,8.07,0.631,0.348,0.144,3,0,1,0,0,0,1,0,0,Medium,-37.15
802,33,DE,Retail,Web,iOS,41805.0,1390,11,2.77,15,11.91,0.571,,0.006,1,1,1,0,0,0,0,0,0,Medium,-5.34
803,44,DE,Retail,Partner,iOS,,1484,10,8.28,25,34.0,0.146,0.235,0.064,1,0,0,0,0,0,1,0,0,Low,-5.92
804,65,IT,Retail,Web,Android,42888.0,243,8,10.78,22,33.56,0.299,,0.009,1,0,0,0,0,1,1,1,0,Low,104.56
805,56,UK,Retail,Web,Android,,1338,14,2.25,13,49.94,0.429,0.069,0.046,1,0,0,0,0,0,1,0,0,Low,-9.88
806,58,NL,Retail,InApp,Android,51950.0,714,11,6.24,21,25.61,0.543,0.639,0.039,1,0,0,0,0,1,0,0,0,Medium,-4.27
807,46,NL,Retail,Partner,Android,,1010,8,9.32,15,26.24,0.486,0.011,0.037,1,0,0,0,0,0,1,0,0,Low,-5.56
808,23,NL,Retail,InApp,iOS,40362.0,981,7,4.27,18,34.97,0.214,0.201,0.102,0,1,0,0,0,0,1,1,0,Medium,10.25
809,38,FR,Retail,InApp,iOS,43988.0,182,7,10.54,14,8.21,0.388,,0.282,5,0,0,0,0,0,0,1,0,Medium,-50.0
810,69,NL,Enterprise,InApp,iOS,20154.0,1363,17,4.96,43,447.83,0.703,,0.045,0,0,0,0,0,0,1,0,0,Low,96.39
811,20,IT,SME,InApp,iOS,19935.0,963,7,1.07,34,24.28,0.206,0.028,0.021,1,0,0,0,0,0,0,0,1,Low,8.5
812,63,IT,Retail,Web,iOS,,734,6,8.64,18,12.07,0.286,0.174,0.085,0,0,1,0,0,0,1,0,0,Medium,-22.18
813,53,FR,Retail,InApp,Android,42136.0,924,14,,14,26.71,0.529,0.242,0.012,4,0,0,0,0,0,1,0,0,Low,4.43
814,32,FR,Retail,,iOS,42193.0,1465,9,11.74,23,15.93,0.167,0.213,0.017,0,1,0,0,1,0,1,0,1,Medium,12.38
815,58,DE,Retail,InApp,iOS,33098.0,973,5,12.82,21,17.41,0.304,0.248,0.085,1,0,0,0,0,1,1,1,0,Medium,29.74
816,61,NL,Retail,InApp,Android,32443.0,987,9,2.79,15,45.95,0.333,0.103,0.006,0,0,0,0,0,0,0,0,1,Low,6.59
817,20,UK,SME,InApp,iOS,35677.0,1315,12,7.46,30,51.91,0.1,0.205,0.191,0,0,0,0,0,0,1,0,0,Low,-25.41
818,23,NL,SME,InApp,Web,46776.0,1050,13,11.01,34,34.45,0.65,0.19,0.112,1,0,0,0,0,1,1,0,1,Low,-7.45
819,52,NL,Retail,Web,iOS,61914.0,220,5,9.5,23,22.14,0.188,0.43,0.157,0,0,0,0,0,1,0,0,0,High,-50.0
820,69,DE,Retail,InApp,iOS,,1228,9,6.52,15,24.38,0.304,,0.043,0,0,0,0,0,0,1,0,1,Low,3.29
821,19,NL,Retail,InApp,Web,,1350,7,12.41,19,31.1,0.484,0.375,0.155,0,2,0,0,0,0,0,1,0,Medium,3.49
822,52,BE,Retail,InApp,Android,40222.0,1102,11,9.5,17,28.15,0.238,0.185,0.102,3,0,0,0,0,1,1,0,0,Medium,-38.15
823,25,UK,Retail,Web,Android,50412.0,234,6,11.19,25,33.99,0.035,0.109,0.121,0,0,0,0,1,0,1,0,1,Low,-17.93
824,51,ES,SME,Partner,Android,60969.0,787,6,3.64,39,47.27,0.205,0.464,0.195,1,0,0,0,0,0,1,0,0,Low,-40.09
825,50,FR,SME,Web,,29918.0,87,20,6.35,34,81.27,0.732,0.282,0.099,3,1,0,0,0,0,1,0,0,Medium,-5.33
826,22,ES,Retail,InApp,Android,57109.0,1160,8,,16,58.78,0.286,0.451,0.004,0,1,0,0,0,0,0,0,0,Medium,-4.23
827,53,BE,Retail,Partner,iOS,21935.0,1436,5,7.32,18,19.89,0.12,0.055,0.054,0,0,0,0,0,0,1,0,1,Low,2.54
828,64,ES,Retail,InApp,Android,44042.0,60,7,6.47,14,28.26,0.305,0.005,0.041,0,1,0,1,0,0,1,0,0,Medium,-9.98
829,62,BE,SME,InApp,iOS,38120.0,169,14,11.45,22,134.11,0.508,0.242,0.072,0,0,0,0,0,0,1,0,0,Low,7.84
830,19,DE,Retail,InApp,iOS,42740.0,1399,9,5.41,13,17.76,0.241,0.132,0.088,1,0,0,0,0,0,1,0,0,Low,-33.88
831,30,IT,Retail,InApp,iOS,26175.0,1201,10,6.78,24,7.86,0.231,0.482,0.121,1,1,0,0,0,1,1,0,0,High,-50.0
832,30,DE,Retail,,Android,48990.0,1235,11,9.86,17,34.12,0.675,0.306,0.034,2,0,0,0,0,0,1,0,0,Low,-7.58
833,41,NL,Retail,InApp,iOS,67381.0,318,7,3.69,20,38.07,0.355,,0.01,0,0,0,0,0,0,1,0,0,Low,3.46
834,25,DE,Retail,InApp,Web,26450.0,959,9,7.05,18,21.87,0.79,0.378,0.18,3,1,0,0,0,0,0,1,0,High,-40.51
835,62,DE,Retail,InApp,iOS,45034.0,1244,9,8.07,15,18.25,0.343,0.176,0.053,0,0,0,0,0,1,0,0,0,Medium,-15.15
836,58,DE,Retail,InApp,,55694.0,109,5,6.2,14,39.82,0.638,,0.043,0,0,0,1,0,1,0,0,0,Medium,-2.28
